title,recipe_link,img_link,ingredients,yield,nutrients,region,meal_type,subregion,total_calories,total_protein,total_fat,total_carb
Creamy Cajun Chicken Pasta,https://www.allrecipes.com/recipe/12009/creamy-cajun-chicken-pasta/,https://www.allrecipes.com/thmb/DxaZqbuDWrE3FAp9XR4nI-fITFA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/image-151-2c0587bfdab14044a1f27ee69b36f784.jpg,"['4 ounces linguine pasta', '2 boneless, skinless chicken breast halves, sliced into thin strips', '2 teaspoons Cajun seasoning', '2 tablespoons butter', '1 green bell pepper, chopped', '0.5 red bell pepper, chopped', '4 fresh mushrooms, sliced', '1 green onion, minced', '1.5 cups heavy cream', '0.25 teaspoon dried basil', '0.25 teaspoon lemon pepper', '0.25 teaspoon salt', '0.125 teaspoon garlic powder', '0.125 teaspoon ground black pepper', '2 tablespoons grated Parmesan cheese']",2 servings,"{'calories': '1109 kcal', 'carbohydrateContent': '54 g', 'cholesterolContent': '348 mg', 'fiberContent': '4 g', 'proteinContent': '43 g', 'saturatedFatContent': '50 g', 'sodiumContent': '1134 mg', 'sugarContent': '6 g', 'fatContent': '82 g', 'unsaturatedFatContent': '0 g'}",usa,,cajun_creole,2116.95,97.99,165.38,63.91
Creamy Cajun Deviled Eggs,https://www.allrecipes.com/recipe/223492/creamy-cajun-deviled-eggs/,https://www.allrecipes.com/thmb/508I6HncI-metwz3vad85HVe7ZQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3289893-021e025525c24fc2acbee6c8838dc306.jpg,"['8 large eggs', '1 (3 ounce) package cream cheese at room temperature', '2 tablespoons creamy salad dressing (such as Miracle Whip®), or as needed', '1 tablespoon sweet pickle relish', '0.25 teaspoon hot sauce', 'salt and ground black pepper to taste', '0.25 teaspoon Cajun seasoning, or to taste']",8 servings,"{'calories': '122 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '199 mg', 'proteinContent': '7 g', 'saturatedFatContent': '4 g', 'sodiumContent': '184 mg', 'sugarContent': '1 g', 'fatContent': '10 g', 'unsaturatedFatContent': '0 g'}",usa,appetizer,southern,1025.36,56.22,80.86,16.37
Creamy Cashew Chicken Curry,https://www.allrecipes.com/recipe/270885/creamy-cashew-chicken-curry/,https://www.allrecipes.com/thmb/pD7vjHc7uYDcEQenHm04xo8sdVE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6415750-creamy-cashew-chicken-curry-Chef-John-4x3-1-f6f431013e2b4c51af66ea343585f4bf.jpg,"['2 teaspoons kosher salt, or more to taste', '1.5 teaspoons ground cumin', '1 teaspoon ground coriander', '2 teaspoons paprika', '0.5 teaspoon cayenne pepper', '0.5 teaspoon ground turmeric', '2 teaspoons garam masala', '2 pounds boneless, skinless chicken thighs', '1 tablespoon vegetable oil', '2 tablespoons butter, divided', '1 yellow onion, chopped', '2 tablespoons tomato paste', '4 garlic cloves, minced', '1 tablespoon minced fresh ginger root', '1 cup chicken broth', '2 cups cold water', '0.75 cup whole roasted cashews', '0.33333334326744 cup sliced green onions', '0.33333334326744 cup freshly chopped cilantro', '1 lime, juiced']",8 servings,"{'calories': '287 kcal', 'carbohydrateContent': '9 g', 'cholesterolContent': '77 mg', 'fiberContent': '2 g', 'proteinContent': '22 g', 'saturatedFatContent': '5 g', 'sodiumContent': '824 mg', 'sugarContent': '2 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",asian,main,indian,2580.41,244.03,157.87,70.07
Creamy Cashew Chicken Curry,https://www.allrecipes.com/recipe/270885/creamy-cashew-chicken-curry/,https://www.allrecipes.com/thmb/pD7vjHc7uYDcEQenHm04xo8sdVE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6415750-creamy-cashew-chicken-curry-Chef-John-4x3-1-f6f431013e2b4c51af66ea343585f4bf.jpg,"['2 teaspoons kosher salt, or more to taste', '1.5 teaspoons ground cumin', '1 teaspoon ground coriander', '2 teaspoons paprika', '0.5 teaspoon cayenne pepper', '0.5 teaspoon ground turmeric', '2 teaspoons garam masala', '2 pounds boneless, skinless chicken thighs', '1 tablespoon vegetable oil', '2 tablespoons butter, divided', '1 yellow onion, chopped', '2 tablespoons tomato paste', '4 garlic cloves, minced', '1 tablespoon minced fresh ginger root', '1 cup chicken broth', '2 cups cold water', '0.75 cup whole roasted cashews', '0.33333334326744 cup sliced green onions', '0.33333334326744 cup freshly chopped cilantro', '1 lime, juiced']",8 servings,"{'calories': '287 kcal', 'carbohydrateContent': '9 g', 'cholesterolContent': '77 mg', 'fiberContent': '2 g', 'proteinContent': '22 g', 'saturatedFatContent': '5 g', 'sodiumContent': '824 mg', 'sugarContent': '2 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",usa,,state_ca,2580.41,244.03,157.87,70.07
Creamy Chicken Lasagna,https://www.allrecipes.com/recipe/15085/creamy-chicken-lasagna/,https://www.allrecipes.com/thmb/C4FdkzIyAc7duVby5syIiLc5Imk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2124654-ef7540d37d344e0c954016164155d423.jpg,"['6 uncooked lasagna noodles', '3 skinless, boneless chicken breast halves', '2 cups shredded mozzarella cheese, divided', '1 (8 ounce) package cream cheese, softened', '0.25 cup hot water', '1 cube chicken bouillon', '1 (26 ounce) jar spaghetti sauce']",6 servings,"{'calories': '495 kcal', 'carbohydrateContent': '36 g', 'cholesterolContent': '104 mg', 'fiberContent': '4 g', 'proteinContent': '28 g', 'saturatedFatContent': '14 g', 'sodiumContent': '1061 mg', 'sugarContent': '12 g', 'fatContent': '26 g', 'unsaturatedFatContent': '0 g'}",european,main,italian,2623.94,178.04,125.19,189.1
Creamy Chicken Tortellini Soup,https://www.allrecipes.com/recipe/229992/creamy-chicken-tortellini-soup/,https://www.allrecipes.com/thmb/3nrd6G_IFF0iaikV-Cgc76fCqqE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7272898-creamy-chicken-tortellini-soup-Liz-D-4x3-1-239886d781814994822153022680f5e0.jpg,"['0.5 pound chicken breast, cut into bite-sized pieces', '1 (14.5 ounce) can chicken broth', '1 (9 ounce) package refrigerated cheese tortellini', '2 (10.5 ounce) cans cream of chicken soup', '2 cups half-and-half', '1 (10 ounce) package frozen chopped spinach, thawed and drained', '0.5 teaspoon thyme', '0.25 teaspoon ground black pepper']",4 servings,"{'calories': '529 kcal', 'carbohydrateContent': '40 g', 'cholesterolContent': '114 mg', 'fiberContent': '4 g', 'proteinContent': '28 g', 'saturatedFatContent': '14 g', 'sodiumContent': '1645 mg', 'sugarContent': '3 g', 'fatContent': '29 g', 'unsaturatedFatContent': '0 g'}",european,soups_and_stews,italian,2167.63,139.96,99.07,181.36
Creamy Chicken and Wild Rice Soup,https://www.allrecipes.com/recipe/23852/creamy-chicken-and-wild-rice-soup/,https://www.allrecipes.com/thmb/PoXOmlZmnPQ-xoJo0xV-dTl_2as=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/23852-creamy-chicken-and-wild-rice-soup-ddmfs-step7-beauty-49-1x1-1-e34b9ebc414c4185aa9797152e791ce3.jpg,"['2 cooked, boneless chicken breast halves, shredded', '4 cups chicken broth', '2 cups water', '1 (4.5 ounce) package quick cooking long grain and wild rice with seasoning packet', '0.75 cup all-purpose flour', '0.5 teaspoon salt', '0.5 teaspoon ground black pepper', '0.5 cup butter', '2 cups heavy cream']",8 servings,"{'calories': '463 kcal', 'carbohydrateContent': '23 g', 'cholesterolContent': '135 mg', 'fiberContent': '1 g', 'proteinContent': '12 g', 'saturatedFatContent': '22 g', 'sodiumContent': '997 mg', 'sugarContent': '1 g', 'fatContent': '37 g', 'unsaturatedFatContent': '0 g'}",usa,,state_mn,3231.18,103.06,274.49,93.69
"Creamy Chicken, Leek, and Wild Rice Soup",https://www.allrecipes.com/recipe/284993/creamy-chicken-leek-and-wild-rice-soup/,https://www.allrecipes.com/thmb/EDNPoLf_fWa5879d5GuxojQ9-DA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9379430-f215f3dc3db14d06b57b0bae2ebfecf4.jpg,"['4 cups chicken stock', '2 cups water', '1 (14.5 ounce) can chicken broth', '2 (1.8 ounce) packages dry leek soup mix', '1 cup diced carrots', '2 stalks celery, diced', '2 cups shredded cooked chicken', '1 (6 ounce) package long grain and wild rice mix', '8 ounces half-and-half', '1 teaspoon black pepper', '2 tablespoons unsalted butter', '2 tablespoons all-purpose flour']",6 servings,"{'calories': '390 kcal', 'carbohydrateContent': '40 g', 'cholesterolContent': '69 mg', 'fiberContent': '2 g', 'proteinContent': '19 g', 'saturatedFatContent': '8 g', 'sodiumContent': '2421 mg', 'sugarContent': '3 g', 'fatContent': '17 g', 'unsaturatedFatContent': '0 g'}",usa,,state_mn,1857.28,111.8,102.76,119.88
Creamy Cilantro Dressing,https://www.allrecipes.com/recipe/261395/creamy-cilantro-dressing/,https://www.allrecipes.com/thmb/s1Xh5JFypvsld8-36NfiTOVJ1AE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4582040-26ee5503690e416d95aad6a4a063335f.jpg,"['2 Anaheim chile peppers, halved and seeded', '1.5 cups canola oil', '0.33333334326744 cup roasted pepitas', '0.33333334326744 cup red wine vinegar', '0.33333334326744 cup lime juice', '5 tablespoons crumbled cotija cheese', '2 cloves garlic, peeled', '1 teaspoon salt', '0.25 teaspoon ground black pepper', '2 small bunches fresh cilantro, stems removed', '1.5 cups mayonnaise', '0.25 cup water']",32 servings,"{'calories': '181 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '6 mg', 'fiberContent': '0 g', 'proteinContent': '1 g', 'saturatedFatContent': '2 g', 'sodiumContent': '158 mg', 'sugarContent': '0 g', 'fatContent': '20 g', 'unsaturatedFatContent': '0 g'}",usa,,state_ca,5610.03,26.02,605.14,34.05
Creamy Cilantro Salad Dressing,https://www.allrecipes.com/recipe/233679/creamy-cilantro-salad-dressing/,https://www.allrecipes.com/thmb/Kbc8ACh1A9fTvTQJsGL_gOVT78c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8632816-c7224c5607064c4997727eebb0d5360c.jpg,"['1.5 cups mayonnaise', '0.75 cup canola oil', '0.33333334326744 cup toasted pumpkin seeds', '0.25 cup distilled water', '0.25 cup red wine vinegar', '0.25 cup crumbled Cotija cheese', '2 roasted Anaheim chile peppers', '2 cloves garlic, crushed', '0.5 teaspoon salt', '0.25 teaspoon freshly ground black pepper', '2 bunches fresh cilantro, rinsed and stemmed']",24 servings,"{'calories': '180 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '7 mg', 'fiberContent': '0 g', 'proteinContent': '1 g', 'saturatedFatContent': '3 g', 'sodiumContent': '145 mg', 'sugarContent': '0 g', 'fatContent': '19 g', 'unsaturatedFatContent': '0 g'}",usa,,state_ca,3997.19,17.66,424.62,34.66
Creamy Coq au Vin Blanc,https://www.allrecipes.com/recipe/244140/creamy-coq-au-vin-blanc/,https://www.allrecipes.com/thmb/MB0eLTnYjwYziSpbKHOfaysG1o8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4466655-bed8a6c0d6af4e2fac5441bedc1e8786.jpg,"['3 tablespoons olive oil', '4 bone-in chicken thighs with skin', '1 tablespoon Italian seasoning', '1 teaspoon minced garlic', '1 (6 ounce) package portobello mushroom caps', '1 tomato, sliced', '2 tablespoons white cooking wine, or to taste', '1 cup heavy whipping cream', '0.25 cup shredded Gruyere cheese', '1 tablespoon cornstarch', '1 tablespoon water', '1 cup chopped sweet onion']",4 servings,"{'calories': '569 kcal', 'carbohydrateContent': '12 g', 'cholesterolContent': '162 mg', 'fiberContent': '2 g', 'proteinContent': '25 g', 'saturatedFatContent': '20 g', 'sodiumContent': '122 mg', 'sugarContent': '4 g', 'fatContent': '47 g', 'unsaturatedFatContent': '0 g'}",european,main,french,2586.94,145.72,208.97,42.35
Creamy Dill Cucumber Toasties,https://www.allrecipes.com/recipe/14811/creamy-dill-cucumber-toasties/,https://www.allrecipes.com/thmb/IoPcN_OgyA6GLHwq0WIXFIH-q3M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/creamy-dill-cucumber-toasties-293fb187fa3746c3b8c41fa0e8d74ad8.jpeg,"['1 (8 ounce) package cream cheese, softened', '1 (.7 ounce) package dry Italian-style salad dressing mix', '0.5 cup mayonnaise', '1 French baguette, cut into 1/2 inch thick circles', '1 cucumber, sliced', '2 teaspoons dried dill weed']",12 servings,"{'calories': '247 kcal', 'carbohydrateContent': '24 g', 'cholesterolContent': '24 mg', 'fiberContent': '1 g', 'proteinContent': '6 g', 'saturatedFatContent': '5 g', 'sodiumContent': '619 mg', 'sugarContent': '2 g', 'fatContent': '15 g', 'servingSize': '1 1/2 cups', 'unsaturatedFatContent': '0 g'}",usa,appetizer,jewish,2536.3,56.95,168.77,204.51
Creamy Garlic Dip,https://www.allrecipes.com/recipe/24659/creamy-garlic-dip/,https://www.allrecipes.com/thmb/uttJfYd9QhAiGkxsidbWgVl2Tnk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Creamy-Garlic-Dip-Chef-Mo-4x3-1-2000-7d0a79a2eb64432188949b1e65b0c311.jpg,"['0.75 cup sour cream', '0.25 cup mayonnaise', '0.5 tablespoon garlic powder', '0.5 teaspoon crushed red pepper', '0.5 tablespoon dried parsley']",16 servings,"{'calories': '49 kcal', 'carbohydrateContent': '1 g', 'cholesterolContent': '6 mg', 'fiberContent': '0 g', 'proteinContent': '0 g', 'saturatedFatContent': '2 g', 'sodiumContent': '26 mg', 'sugarContent': '0 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",usa,appetizer,jewish,736.37,5.85,74.77,12.64
Creamy Garlic Pasta,https://www.allrecipes.com/recipe/269500/creamy-garlic-pasta/,https://www.allrecipes.com/thmb/mxbklixuV9xlCTjRMX-TAk2AVl4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5886077-54220f4a1e3f4c09a51cbfd17708f4ef.jpg,"['2 teaspoons olive oil', '4 garlic cloves, minced', '2 tablespoons butter', '3 cups chicken broth, or more as needed', '0.5 teaspoon ground black pepper', '0.25 teaspoon salt', '0.5 pound spaghetti', '1 cup grated Parmesan cheese', '0.75 cup heavy cream', '1.5 tablespoons dried parsley']",4 servings,"{'calories': '543 kcal', 'carbohydrateContent': '47 g', 'cholesterolContent': '99 mg', 'fiberContent': '2 g', 'proteinContent': '17 g', 'saturatedFatContent': '18 g', 'sodiumContent': '1388 mg', 'sugarContent': '3 g', 'fatContent': '32 g', 'unsaturatedFatContent': '0 g'}",european,main,italian,1722.86,51.98,127.45,96.51
Creamy Garlic and Onion Spaghetti,https://www.allrecipes.com/recipe/230645/creamy-garlic-and-onion-spaghetti/,https://www.allrecipes.com/thmb/rvdsM6jIPhYMoFJcxF9STUeRANQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1073244-creamy-garlic-and-onion-spaghetti-naples34102-4x3-1-6b7d01a176dd4bf0b2165150011ced36.jpg,"['6 tablespoons butter', '1 tablespoon extra-virgin olive oil', '3 white onions, halved and thinly sliced', '8 cloves garlic, minced', '1 teaspoon white sugar', '0.5 teaspoon salt', '1 (12 ounce) package spaghetti', '0.5 cup dry Chardonnay', '0.75 cup heavy whipping cream', '2 tablespoons grated Parmesan cheese', 'cracked black pepper to taste']",6 servings,"{'calories': '514 kcal', 'carbohydrateContent': '57 g', 'cholesterolContent': '73 mg', 'fiberContent': '4 g', 'proteinContent': '10 g', 'saturatedFatContent': '15 g', 'sodiumContent': '322 mg', 'sugarContent': '7 g', 'fatContent': '26 g', 'unsaturatedFatContent': '0 g'}",european,side,italian,2175.53,32.65,152.92,154.11
Creamy Halibut Olympia,https://www.allrecipes.com/recipe/260110/creamy-halibut-olympia/,https://www.allrecipes.com/thmb/MeWNodLKvqgDJQZkh8FldYAgXUU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9442878-396650a2d33d435097396f98d5282c0e.jpg,"['1 pound halibut fillets', 'salt and ground black pepper to taste', '1 tablespoon butter', '1 onion, chopped', '0.5 cup dry white wine', '0.5 cup sour cream', '0.5 cup mayonnaise', '2 cloves garlic, diced', '1.5 teaspoons seafood seasoning (such as Old Bay®)', '0.25 teaspoon ground white pepper, or to taste', '0.25 teaspoon paprika, or to taste', '1 sprig fresh dill, chopped, or more to taste', '2 bunches green onions, chopped', '0.25 cup panko bread crumbs, or to taste', '2 tablespoons drained capers, or to taste']",4 servings,"{'calories': '516 kcal', 'carbohydrateContent': '22 g', 'cholesterolContent': '67 mg', 'fiberContent': '4 g', 'proteinContent': '29 g', 'saturatedFatContent': '9 g', 'sodiumContent': '679 mg', 'sugarContent': '6 g', 'fatContent': '34 g', 'unsaturatedFatContent': '0 g'}",usa,,state_ak,1862.07,113.14,125.67,45.91
Creamy Hatch Chile Chicken,https://www.allrecipes.com/recipe/266548/creamy-hatch-chile-chicken/,https://www.allrecipes.com/thmb/by5LziRTN2B76Hw8icGdlMm_30Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5557154-d1e51668c01f484284da7521c018e46b.jpg,"['5 Hatch chile peppers', '1.5 tablespoons butter', '1 onion, cut into strips', '1 cup frozen corn', '0.75 tablespoon chicken bouillon granules', '0.25 teaspoon ground black pepper', '1.5 cups shredded rotisserie chicken', '1 cup Mexican crema']",4 servings,"{'calories': '440 kcal', 'carbohydrateContent': '21 g', 'cholesterolContent': '134 mg', 'fiberContent': '3 g', 'proteinContent': '19 g', 'saturatedFatContent': '19 g', 'sodiumContent': '305 mg', 'sugarContent': '8 g', 'fatContent': '34 g', 'unsaturatedFatContent': '0 g'}",usa,,state_ok,1846,106.94,127.08,85.45
Creamy Iced Applesauce Bars,https://www.allrecipes.com/recipe/236570/creamy-iced-applesauce-bars/,https://www.allrecipes.com/thmb/vRPLCV_y5T0J_xQUK6slzCOLLBM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2538737-d9868c019bf247eb920c8fe683f3b4b9.jpg,"['2 cups applesauce', '0.5 cup milk', '0.5 cup warm water', '0.5 cup orange juice', '0.25 cup white sugar', '1 tablespoon poppy seeds, or more to taste', '1 pinch ground cinnamon', '1 pinch ground nutmeg', '0.25 cup dulce de leche, or more to taste']",4 servings,"{'calories': '203 kcal', 'carbohydrateContent': '44 g', 'cholesterolContent': '5 mg', 'fiberContent': '2 g', 'proteinContent': '3 g', 'saturatedFatContent': '1 g', 'sodiumContent': '57 mg', 'sugarContent': '38 g', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}",usa,,jewish,930.55,12.46,12.72,199.49
Creamy Israeli-Style Hummus,https://www.allrecipes.com/recipe/282084/creamy-israeli-style-hummus/,https://www.allrecipes.com/thmb/7dmD8CPyPFyYFjXZYsrOPDspujM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8242686-86561bb9cdb141dc8b178a59088bb7e5.jpg,"['1 (15 ounce) can chickpeas', '2 tablespoons olive oil', '1 tablespoon peanut butter', '2 tablespoons lemon juice', '1 teaspoon sesame oil', '1 teaspoon ground cumin', '1 teaspoon onion powder', '0.5 teaspoon salt', '1 clove garlic, minced', '1 tablespoon sliced green onions, or to taste']",8 servings,"{'calories': '92 kcal', 'carbohydrateContent': '9 g', 'fiberContent': '2 g', 'proteinContent': '2 g', 'saturatedFatContent': '1 g', 'sodiumContent': '260 mg', 'sugarContent': '0 g', 'fatContent': '6 g', 'unsaturatedFatContent': '0 g'}",middle_eastern,,israeli,991.51,34.55,51.8,105.57
Creamy Italian White Bean Soup,https://www.allrecipes.com/recipe/13287/creamy-italian-white-bean-soup/,https://www.allrecipes.com/thmb/pYLJv_Ukoj1ZmoeZWdXn105_j4I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/13287-creamy-italian-white-bean-soup-ddmfs-1x1-333-9ce97ea2189840308317abd549dc0e02.jpg,"['1 tablespoon vegetable oil', '1 onion, chopped', '1 stalk celery, chopped', '1 clove garlic, minced', '2 (16 ounce) cans white kidney beans, rinsed and drained', '1 (14 ounce) can chicken broth', '0.25 teaspoon ground black pepper', '0.125 teaspoon dried thyme', '2 cups water', '1 bunch fresh spinach, rinsed and thinly sliced', '1 tablespoon lemon juice']",4 servings,"{'calories': '245 kcal', 'carbohydrateContent': '38 g', 'cholesterolContent': '2 mg', 'fiberContent': '11 g', 'proteinContent': '12 g', 'saturatedFatContent': '1 g', 'sodiumContent': '1014 mg', 'sugarContent': '2 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",european,soups_and_stews,italian,1542.2,102.69,19.3,255.18
Creamy Italian White Bean Soup,https://www.allrecipes.com/recipe/13287/creamy-italian-white-bean-soup/,https://www.allrecipes.com/thmb/pYLJv_Ukoj1ZmoeZWdXn105_j4I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/13287-creamy-italian-white-bean-soup-ddmfs-1x1-333-9ce97ea2189840308317abd549dc0e02.jpg,"['1 tablespoon vegetable oil', '1 onion, chopped', '1 stalk celery, chopped', '1 clove garlic, minced', '2 (16 ounce) cans white kidney beans, rinsed and drained', '1 (14 ounce) can chicken broth', '0.25 teaspoon ground black pepper', '0.125 teaspoon dried thyme', '2 cups water', '1 bunch fresh spinach, rinsed and thinly sliced', '1 tablespoon lemon juice']",4 servings,"{'calories': '245 kcal', 'carbohydrateContent': '38 g', 'cholesterolContent': '2 mg', 'fiberContent': '11 g', 'proteinContent': '12 g', 'saturatedFatContent': '1 g', 'sodiumContent': '1014 mg', 'sugarContent': '2 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",middle_eastern,,mediterranean,1542.2,102.69,19.3,255.18
Creamy Limoncello,https://www.allrecipes.com/recipe/204996/creamy-limoncello/,https://www.allrecipes.com/thmb/D3HXzLo7detPdNRNipBdN-pqqB4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/967916-02291b9100c6409d9ca0021f200beb69.jpg,"['8 lemons, zested', '3 cups vodka', '2 quarts 2% reduced fat milk', '2 cups white sugar']",20 servings,{},european,drinks,italian,4266.76,71.81,40.67,556.25
Creamy Manjar (Dulce de Leche),https://www.allrecipes.com/recipe/284418/creamy-manjar-dulce-de-leche/,https://www.allrecipes.com/thmb/aMsMoQJs9mF4OdtiIWYi5KMzC18=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9227998-d0009c8aed9645e6814f5503c828ea7b.jpg,"['1 gallon whole milk', '4 cups white sugar', '1 cup granular sucralose sweetener (such as Splenda®)', '2 teaspoons vanilla extract', '2 teaspoons baking soda', '2 tablespoons water', '1 pinch salt']",50 servings,"{'calories': '110 kcal', 'carbohydrateContent': '20 g', 'cholesterolContent': '8 mg', 'proteinContent': '3 g', 'saturatedFatContent': '2 g', 'sodiumContent': '85 mg', 'sugarContent': '20 g', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}",latin_american,,south_american,5581.69,122.58,126.47,1011.41
Creamy Mustard Dipping Sauce for Shellfish,https://www.allrecipes.com/recipe/269880/creamy-mustard-dipping-sauce-for-shellfish/,https://www.allrecipes.com/thmb/-KH1d2hAdUiEa96yVPzcJl3kKDM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6137185-46704a5d27024347b6df250b5553c947.jpg,"['1 cup mayonnaise', ""4 teaspoons dry mustard powder (such as Colman's®)"", '1 teaspoon Worcestershire sauce', '1 teaspoon steak sauce', '1 teaspoon half-and-half', '1 teaspoon lemon juice', '0.5 teaspoon sriracha sauce', 'salt to taste']",8 servings,"{'calories': '208 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '11 mg', 'fiberContent': '0 g', 'proteinContent': '1 g', 'saturatedFatContent': '3 g', 'sodiumContent': '207 mg', 'sugarContent': '0 g', 'fatContent': '23 g', 'unsaturatedFatContent': '0 g'}",usa,,state_fl,1557.54,4.56,168.2,7.05
Creamy Parmesan Polenta,https://www.allrecipes.com/recipe/242008/creamy-parmesan-polenta/,https://www.allrecipes.com/thmb/zgJGdCGsoittkXjQSwwXayoTE_g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2210387-creamy-parmesan-polenta-Buckwheat-Queen-4x3-2-17fcfd76073e4c2b88241fc1b7d8fd78.jpg,"['1 (18 ounce) package polenta, cut into 1/2-inch cubes', '1 cup chicken broth', '0.5 cup grated Parmesan cheese', '1 teaspoon ground black pepper', '1 dash paprika']",4 servings,"{'calories': '533 kcal', 'carbohydrateContent': '87 g', 'cholesterolContent': '18 mg', 'fiberContent': '8 g', 'proteinContent': '19 g', 'saturatedFatContent': '5 g', 'sodiumContent': '1186 mg', 'sugarContent': '6 g', 'fatContent': '12 g', 'unsaturatedFatContent': '0 g'}",european,side,italian,649.04,26.76,37.63,53.58
Creamy Pesto Shrimp,https://www.allrecipes.com/recipe/11808/creamy-pesto-shrimp/,https://www.allrecipes.com/thmb/YsowbSRMh5s0CqP22mC3fnlPVjg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/11808-creamy-pesto-shrimp-ddmfs-1X1-1558-62b4fa9d29da46c6bccb532e87de9bf1.jpg,"['1 pound linguine pasta', '0.5 cup butter', '2 cups heavy cream', '0.5 teaspoon ground black pepper', '1 cup grated Parmesan cheese', '0.33333334326744 cup pesto', '1 pound large shrimp, peeled and deveined']",8 servings,"{'calories': '646 kcal', 'carbohydrateContent': '43 g', 'cholesterolContent': '210 mg', 'fiberContent': '3 g', 'proteinContent': '23 g', 'saturatedFatContent': '24 g', 'sodiumContent': '437 mg', 'sugarContent': '0 g', 'fatContent': '43 g', 'unsaturatedFatContent': '0 g'}",european,main,italian,4537.99,181.8,345.58,180.76
Creamy Pimento Cheese,https://www.allrecipes.com/recipe/70890/creamy-pimento-cheese/,https://www.allrecipes.com/thmb/4cqJCTDQQv8GsKawV7BIKyUvE-g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/410112-fe458fd3475640ba8a3efb7c57230e3d.jpg,"['1 (8 ounce) package cream cheese, softened', '2 cups shredded extra-sharp Cheddar cheese', '0.33333334326744 cup mayonnaise', '1 pinch garlic powder', '1 (4 ounce) jar diced pimentos, drained']",10 servings,"{'calories': '221 kcal', 'carbohydrateContent': '2 g', 'cholesterolContent': '51 mg', 'fiberContent': '0 g', 'proteinContent': '8 g', 'saturatedFatContent': '10 g', 'sodiumContent': '253 mg', 'sugarContent': '1 g', 'fatContent': '21 g', 'servingSize': '2 1/2 cups', 'unsaturatedFatContent': '0 g'}",usa,appetizer,southern,3173.98,125.93,286.2,28.51
Creamy Potato Lasagna,https://www.allrecipes.com/recipe/18796/creamy-potato-lasagna/,https://www.allrecipes.com/thmb/3kWjO7H8CB4oo-OwqZJt8MF5fIQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/345608-20ef6047e48d4aec98178b8f9cde6e95.jpg,"['1 (12 ounce) jar Alfredo sauce', '1 cup milk', '3 pounds potatoes, peeled and sliced lengthwise about 1/8 inch thick', '5 tablespoons grated Parmesan cheese', '0.5 teaspoon salt', '0.5 teaspoon ground black pepper', '1.5 cups diced ham', '1 (10 ounce) package chopped frozen broccoli, thawed', '2 cups shredded Swiss cheese']",8 servings,"{'calories': '373 kcal', 'carbohydrateContent': '39 g', 'cholesterolContent': '56 mg', 'fiberContent': '6 g', 'proteinContent': '20 g', 'saturatedFatContent': '10 g', 'sodiumContent': '773 mg', 'sugarContent': '4 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}",european,main,italian,4299.42,204.19,237.52,356.6
